product,comment,aspect_tag,sentiment_tag
bút màu acrylic marker bản chính hãng màu acrylic chống nước babysun bút lông màu arcylic màu nước,"['đúng', 'với', 'mô', 'tả', 'bình', 'thươngchất', 'lượng', 'sản', 'phẩm', 'bình', 'thường', 'hình', 'ảnh', 'manh', 'tính', 'chất', 'nhận', 'xu']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker bản chính hãng màu acrylic chống nước babysun bút lông màu arcylic màu nước,"['sp', 'tệ', 'màu', 'thấm', 'ra', 'sau', 'khó', 'chồng', 'màu', 'có', 'những', 'màu', 'như', 'bị', 'hết', 'mực', 'sản', 'phẩm', 'tệ']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker bản chính hãng màu acrylic chống nước babysun bút lông màu arcylic màu nước,"['chất', 'lượng', 'sản', 'phẩm', 'ok', 'đúng', 'với', 'mô', 'tả', 'đúnmua', 'không', 'người', 'giao', 'hàng', 'lấy', 'không', 'hơi', 'thất', 'vọng', 'xíu', 'không', 'biết', 'có', 'phải', 'lỗi', 'không', 'nữa', 'nhưng', 'giá', 'mua', 'hàng', 'tính', 'là']","[1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker bản chính hãng màu acrylic chống nước babysun bút lông màu arcylic màu nước,"['chất', 'lượng', 'sản', 'phẩm', 'tệ', 'đúng', 'với', 'mô', 'tả', 'không', 'được', 'nhận', 'hàng', 'vì', 'giao', 'không', 'đúng', 'vị', 'trí', 'rất', 'tệ', 'cảm', 'thấy', 'chủ', 'hàng', 'không', 'quan', 'tâm', 'phản', 'hồi', 'của', 'mình']","[1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2', '2', -1, -1, -1, -1, -1, '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker bản chính hãng màu acrylic chống nước babysun bút lông màu arcylic màu nước,"['ko', 'chồng', 'được', 'màu']","[0, 0, 0, 0]","[-1, -1, -1, -1]"
bút màu acrylic marker bản chính hãng màu acrylic chống nước babysun bút lông màu arcylic màu nước,"['cây', 'ra', 'cây', 'không']","[0, 0, 0, 0]","[-1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['hành', 'đẹp', 'đúng', 'như', 'mưu', 'tả', 'đóng', 'gói', 'cần', 'thận', 'giao', 'hàng', 'nhanh', 'tư', 'vấn', 'nhiệt', 'tình', 'chất', 'mực', 'tô', 'khá', 'đẹp', 'và', 'không', 'bị', 'lem', 'sang', 'mặt', 'sau', 'nói', 'chung', 'là', 'khá', 'ok', 'nên', 'mua', 'cho', 'các', 'con', 'các', 'mẹ']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'tuyệt', 'cà', 'là', 'vời', 'màu', 'xinh', 'vẽ', 'được', 'trên', 'nhiều', 'bề', 'mặt', 'che', 'phủ', 'khá', 'tốt', 'giao', 'hàng', 'nhanh', 'nói', 'chung', 'là', 'không', 'có', 'gì', 'để', 'chê']","[1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, -1, '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['có', 'cô', 'em', 'gái', 'cần', 'mẫn', 'đăng', 'cho', 'nó', 'nhiều', 'việcchị', 'em', 'cô', 'bác', 'nội', 'thành', 'hn', 'ơi', 'chủ', 'nhật', 'em', 'nó', 'trả', 'hàng', 'phạm', 'ngọc', 'thạch', 'đống', 'đa', 'mùa', 'này', 'ăn', 'mã', 'thầy', 'củ', 'năng', 'là', 'chuẩn', 'bài', 'đấy', 'vừa', 'ngọt', 'vừa', 'mát', 'để', 'tủ', 'lạnh', 'tí', 'mát', 'mát', 'ăn', 'tem', 'tẻm', 'cũng', 'hết', 'hộp', 'luônăn', 'thì', 'ngon', 'mà', 'bảo', 'ngồi', 'gọt', 'là', 'mẹ', 'cháu', 'cũng', 'chịu', 'nó', 'chuyến', 'trả', 'hàng', 'cuối', 'tuần', 'chính', 'tay', 'nó', 'gọt', 'sạch', 'sẽ', 'cho', 'mọi', 'người', 'luôn', 'mã', 'thầy', 'không', 'gọt', 'vỏ', 'không', 'không', 'không', 'kgmã', 'thầy', 'gọt', 'vỏ', 'đóng', 'hộp', 'không', 'kg']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'tốt', 'hàng', 'giao', 'nguyên', 'vẹn', 'hộp', 'màu', 'chỉnh', 'chu', 'đủ', 'số', 'lượng', 'màu', 'mới', 'dùng', 'ok', 'không', 'bị', 'lem', 'màu', 'bé', 'tô', 'màu', 'chồng', 'lên', 'thoải', 'mái']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'tốt', 'mình', 'thử', 'màu', 'ok', 'nha', 'bộ', 'màu', 'dùng', 'chắc', 'cũng', 'lâu', 'lắm', 'mới', 'hết', '️️️️️cho', 'shop', 'sao', 'nha']","[1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['cảm', 'nhận', 'của', 'mình', 'là', 'màu', 'tô', 'rất', 'đẹp', 'không', 'bị', 'lem', 'và', 'có', 'thể', 'vẽ', 'lên', 'gỗ', 'hoặc', 'lá', 'chai', 'nhựa', 'rất', 'đáng', 'để', 'mua', 'nha', 'mọi', 'người', 'giá', 'lại', 'phải', 'chăng', 'nữa']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'siêu', 'tốt', 'chất', 'lượng', 'sản', 'phẩm', 'tốt', 'vài', 'cây', 'thấy', 'màu', 'na', 'ná', 'nhau', 'không', 'biết', 'là', 'do', 'mình', 'nhìn', 'thiếu', 'ánh', 'sáng', 'hay', 'do', 'mắt', 'mình', 'nên', 'không', 'phân', 'biệt', 'được', 'vài', 'màu', 'nói', 'chung', 'sản', 'phẩm', 'rất', 'tuyệt', 'vời']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'ok', 'giao', 'hàng', 'nhanh', 'đóng', 'gói', 'ổn', 'bé', 'khá', 'thích', 'thú', 'với', 'môn', 'vẽ', 'nên', 'mua', 'thử', 'loại', 'đã', 'lần', 'sau', 'mua', 'nhiều', 'hơn']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['tổng', 'tài', 'thư', 'kí', 'hạ', 'đánh', 'đối', 'tác', 'trọng', 'thương', 'rồi', 'hợp', 'đồng', 'không', 'kí', 'được', 'nữa', 'hắn', 'đứng', 'bật', 'dậy', 'ánh', 'mắt', 'tràn', 'đầy', 'ám', 'lạnh', 'lẽo', 'cái', 'gì', 'cậu', 'nói', 'rõ', 'ràng', 'cho', 'tôi', 'thư', 'kí', 'hạ', 'đánh', 'đối', 'tác', 'bị', 'thương', 'nặng', 'hợp', 'đồng', 'không', 'kí', 'được', 'nữa', 'con', 'mẹ', 'nó', 'tôi', 'hỏi', 'cô', 'ấy', 'có', 'bị', 'thương', 'không', 'đối', 'tác', 'bi', 'sao', 'liên', 'quan', 'quái', 'gì', 'đến', 'tôi', 'mất', 'một', 'hợp', 'đồng', 'thì', 'đã', 'sao', 'tôi', 'thiếu', 'tiền', 'lắm', 'tổng', 'tài', 'của', 'họ', 'đôi', 'khi', 'thật', 'khó', 'hiểu', 'đối', 'tác', 'làm', 'ăn', 'lần', 'này', 'là', 'bạn', 'trai', 'cũ', 'đã', 'thẳng', 'thừng', 'đá', 'thư', 'kí', 'của', 'hắn', 'hắn', 'cảm', 'thấy', 'bị', 'đánh', 'trọng', 'thương', 'cũng', 'đáng', 'lắm', 'cũng', 'may', 'cô', 'gái', 'nhỏ', 'của', 'hắn', 'không', 'sao', 'nếu', 'không', 'đừng', 'nói', 'là', 'hợp', 'đồng', 'hắn', 'sẽ', 'khiến', 'cả', 'cái', 'công', 'ty', 'nhỏ', 'bé', 'đó', 'bồi', 'táng', 'theo', 'cô', 'sau', 'khi', 'thư', 'kí', 'hạ', 'quay', 'về', 'đã', 'lập', 'tức', 'bị', 'gọi', 'đến', 'văn', 'phòng', 'tổng', 'giám', 'đốc', 'đồng', 'nghiệp', 'đều', 'âm', 'thầm', 'cầu', 'xin', 'cô', 'thoát', 'kiếp', 'nạn', 'này', 'hạ', 'nghiên', 'cô', 'nói', 'xem', 'lần', 'này', 'chúng', 'ta', 'tổn', 'thất', 'bao', 'nhiêu', 'vì', 'hành', 'động', 'xốc', 'nổi', 'của', 'cô', 'hắn', 'cúi', 'đầu', 'không', 'nhìn', 'cô', 'mà', 'nhìn', 'tập', 'tài', 'liệu', 'trong', 'tay', 'giọng', 'nói', 'hắn', 'lạnh', 'lẽo', 'đến', 'đáng', 'sợ', 'hạ', 'nghiên', 'trong', 'lòng', 'đang', 'mặc', 'niệm', 'cho', 'chính', 'bản', 'thân', 'mình', 'trên', 'mỗi', 'vẫn', 'là', 'một', 'nụ', 'cười', 'đầy', 'tự', 'tin', 'sếp', 'tôi', 'tổn', 'thất', 'cô', 'gây', 'ra', 'quá', 'lớn', 'có', 'làm', 'cả', 'đời', 'cũng', 'trả', 'không', 'nổi', 'hạ', 'nghiên', 'im', 'bặt', 'không', 'lẽ', 'chỉ', 'vì', 'một', 'cú', 'đá', 'vào', 'hạ', 'bộ', 'một', 'cái', 'tát', 'vào', 'mặt', 'một', 'cú', 'đấm', 'vào', 'bụng', 'mà', 'cô', 'bị', 'sa', 'thải', 'sao', 'tôi', 'tính', 'đuổi', 'việc', 'cô', 'nhưng', 'nghĩ', 'đến', 'công', 'lao', 'của', 'cô', 'với', 'đế', 'thần', 'tôi', 'sẽ', 'cho', 'cô', 'một', 'đặc', 'quyền', 'vâng', 'vâng', 'chỉ', 'cần', 'không', 'mất', 'việc', 'có', 'làm', 'trâu', 'làm', 'bò', 'tôi', 'cũng', 'đồng', 'hạ', 'nghiên', 'sáng', 'hết', 'mắt', 'đột', 'nhiên', 'thấy', 'sếp', 'nhà', 'mình', 'hôm', 'nay', 'đẹp', 'trai', 'đến', 'lạ', 'kì', 'công', 'việc', 'thư', 'kí', 'này', 'cô', 'phải', 'hi', 'sinh', 'bao', 'nhiêu', 'mới', 'có', 'được', 'tuyệt', 'đối', 'không', 'thể', 'mất', 'được', 'hiện', 'tại', 'tôi', 'thiếu', 'một', 'người', 'vợ', 'cha', 'mẹ', 'tôi', 'thiếu', 'một', 'cô', 'con', 'dâu', 'tương', 'lai', 'con', 'tôi', 'thiếu', 'một', 'người', 'mẹ', 'vì', 'thế', 'tôi', 'ra', 'lệnh', 'em', 'kết', 'hôn', 'với', 'tôi', 'hạ', 'nghiên', 'nhất', 'định', 'là', 'cô', 'lo', 'lắng', 'quá', 'mức', 'tai', 'bị', 'hỏng', 'mất', 'rồi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'đây', 'là', 'sản', 'phẩm', 'của', 'phiên', 'bản', 'củ', 'nha', 'mọi', 'người', 'mình', 'nhận', 'được', 'hang', 'cũng', 'ok', 'nhưng', 'đây', 'là', 'phiên', 'bản', 'củ', 'nha', 'còn', 'lucd', 'trước', 'mình', 'mua', 'cái', 'phiên', 'bản', 'mới', 'nó', 'đẹp', 'lắm', 'giá', 'này', 'cũng', 'tạm', 'được']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'màu', 'ổn', 'so', 'với', 'số', 'loại', 'khác', 'mình', 'đang', 'dùng', 'thì', 'không', 'có', 'cách', 'biệt', 'mấy', 'đóng', 'gói', 'chỉ', 'bọc', 'giấy', 'nhưng', 'có', 'chống', 'sốc', 'đầy', 'đủ', 'giả', 'rẻ', 'mà', 'chất', 'lượng', 'cũng', 'ổn', 'lựa', 'chọn', 'khá', 'tốt', 'cho', 'các', 'bạn', 'học', 'sinh', 'sinh', 'viên', 'không', 'có', 'nhiều', 'điều', 'kiện', 'muốn', 'thử', 'sử', 'dụng', 'loại', 'màu', 'này']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'shop', 'nên', 'bọc', 'kĩbọc', 'có', 'lớp', 'mỏng', 'như', 'thế', 'sẽ', 'ảnh', 'hưởng', 'đến', 'chất', 'lượng']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['xinh', 'lắm', 'luôn', 'ưng', 'quá', 'sức', 'ưng', 'màu', 'lên', 'đẹp', 'không', 'bị', 'in', 'ra', 'sau', 'giấy', 'xứng', 'đáng', 'với', 'sự', 'chờ', 'đợi', 'này']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['ngon', 'bổ', 'rẻ', 'mua', 'đi', 'mấy', 'bà', 'mực', 'ra', 'đẹp', 'nha', 'ship', 'nhanh', 'áp', 'được', 'mã', 'còn']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'bộ', 'bút', 'màu', 'ngòi', 'to', 'vết', 'vẽ', 'lên', 'mọi', 'chất', 'liệushop', 'giao', 'nhanh', 'đóng', 'gói', 'cẩn', 'thận']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'tốt', 'sản', 'phẩm', 'đủ', 'số', 'lượng', 'màu', 'đẹp', 'tô', 'được', 'chồng', 'màu', 'giao', 'hàng', 'nhanh', 'giá', 'hợp', 'lý', 'mọi', 'người', 'nên', 'mua']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, -1, -1, -1, -1, '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['màu', 'dùng', 'ổn', 'chèn', 'lên', 'nhau', 'không', 'bị', 'lẫn', 'màu', 'giao', 'nhanh', 'đóng', 'gói', 'cẩn', 'thận']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'tot', 'màu', 'đẹp', 'chất', 'lượng', 'giá', 'rẻ', 'hơn', 'các', 'chỗ', 'khác=', 'nên', 'mua']","[1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
bút màu acrylic marker cao cấp màu sắc tươi sáng bút lông màu,"['chất', 'lượng', 'sản', 'phẩm', 'tốt', 'ổn', 'màu', 'lên', 'đẹp', 'có', 'pastel', 'nuaa', 'nên', 'có', 'thể', 'chồng', 'màu', 'lên', 'màu', 'khác', 'nên', 'ok', 'nhaaa']","[1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['1', '1', -1, -1, -1, -1, '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
